geo_h3_10,city,Автозапчасти для иномарок,Авторемонт и техобслуживание (СТО),Алкогольные напитки,Аптеки,Банки,Быстрое питание,Доставка готовых блюд,Женская одежда,Кафе,Косметика / Парфюмерия,Ногтевые студии,Овощи / Фрукты,Парикмахерские,Платёжные терминалы,Постаматы,Продуктовые магазины,Пункты выдачи интернет-заказов,Рестораны,Страхование,Супермаркеты,Цветы,Шиномонтаж,lat,lon
8a11060464affff,Санкт-Петербург,2.0,,2.0,,,,,,,,,,4.0,,,,,,,,,,59.89111066103216,30.429946257503552
8a11060464e7fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.89300992437215,30.43115015232489
8a11060464effff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.893790075708615,30.432713573346632
8a1106046517fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.89134713760346,30.42261518649513
8a110604651ffff,Санкт-Петербург,,,,,,,,,,,1.0,,1.0,,,,,,,,,,59.89212735288218,30.4241782250939
8a1106046537fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,2.0,,,59.89168594887149,30.420692556619247
8a1106046547fff,Санкт-Петербург,,,,,,,,,,,,,6.0,,,2.0,1.0,,1.0,,,,59.89514566825216,30.425022187353708
8a110604654ffff,Санкт-Петербург,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,59.89592587962796,30.42658548109496
8a1106046557fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,1.0,59.89402661792548,30.42538178186462
8a110604655ffff,Санкт-Петербург,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,59.89480682156302,30.426945039112468
8a1106046567fff,Санкт-Петербург,,,,2.0,,2.0,,,,,1.0,,2.0,2.0,1.0,,,1.0,,,1.0,,59.89548448064446,30.42309933209512
8a110604656ffff,Санкт-Петербург,,,,4.0,,2.0,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,2.0,1.0,,59.89626470945147,30.42466257123365
8a1106046597fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,1.0,,,,,2.0,,,59.88877014299248,30.425256923632222
8a110604659ffff,Санкт-Петербург,,,,,,,,,,,,,,,,2.0,,,,,,,59.88955032536213,30.426819943855605
8a11060466b7fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,59.8946722774559,30.439686578915587
8a11060466cffff,Санкт-Петербург,,,,,,,,,,,,,,,,,2.0,,,2.0,,,59.89891175734356,30.44558329123115
8a1106046707fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.89792753914392,30.43319897908415
8a1106046717fff,Санкт-Петербург,,3.0,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,59.89680844100504,30.433558369474007
8a110604672ffff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,1.0,,59.899046628154366,30.432839567094288
8a1106046737fff,Санкт-Петербург,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,59.89714737429909,30.43163535743292
8a110604678ffff,Санкт-Петербург,,6.0,,,,,,,,,,,,,,,,,,,,,59.89613047150957,30.437404382993048
8a1106046797fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.894231216024686,30.436199977761863
8a110604679ffff,Санкт-Петербург,,,,,,,,1.0,,,,,,,,,,,,,,,59.89501133051914,30.43776363555979
8a11060467a7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,,59.89568933373853,30.43391773826584
8a11060467affff,Санкт-Петербург,,,,,,,,,,2.0,,,,,,,,,,,,,59.89646947340872,30.435481377995508
8a11060467b7fff,Санкт-Петербург,,,1.0,,,,,,,1.0,,,,,,,,,,,,,59.89457021734535,30.43427708546148
8a11060468f7fff,Санкт-Петербург,,,,,,,,,,1.0,,,,,,,,,,,,,59.90209548937609,30.41553128647888
8a1106046907fff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.90266924784609,30.406275678633158
8a1106046a97fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.9045392862874,30.42563161022097
8a1106046adffff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.90799901150796,30.42996349334536
8a1106046b27fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,2.0,,,,,59.90847039683046,30.41529472695309
8a1106046b4ffff,Санкт-Петербург,,,,,,,1.0,,,,,,,,,,,,,,,,59.91159173372023,30.421549399170065
8a1106046b97fff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.90443641965229,30.420221333008705
8a1106046b9ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.90521671035407,30.42178486411468
8a1106046c17fff,Санкт-Петербург,,,1.0,,,,,,,,,1.0,,2.0,1.0,1.0,,,,2.0,,,59.893821153430935,30.41456476785619
8a1106046c1ffff,Санкт-Петербург,,,,2.0,,1.0,,,,,,,2.0,,,,,,,,1.0,,59.894601446150695,30.41612762452069
8a1106046c27fff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,,,,,,59.89527876117166,30.412282108035463
8a1106046c37fff,Санкт-Петербург,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,2.0,,,59.894159810665634,30.412642065964302
8a1106046c5ffff,Санкт-Петербург,,,,,2.0,,,,1.0,3.0,,,,,,,,,,,,,59.897280993138,30.41889382067176
8a1106046c67fff,Санкт-Петербург,,,,,,,,2.0,,,,,,,,,,,,2.0,,,59.89795834411465,30.41504796952534
8a1106046c6ffff,Санкт-Петербург,,,,,,,,,2.0,,,,,,,,,,,,,,59.89873865037211,30.41661102669089
8a1106046ca7fff,Санкт-Петербург,,,,2.0,,,,,,,,,,,,,,,,2.0,,,59.89270217692713,30.41492464607328
8a1106046cb7fff,Санкт-Петербург,,,1.0,,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,59.89158319129647,30.415284502668747
8a1106046cc7fff,Санкт-Петербург,,,1.0,,,,,,,,,,2.0,,,2.0,,,,,,,59.89504300281452,30.419613379900653
8a1106046ccffff,Санкт-Петербург,,,,2.0,1.0,,2.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,,,59.895823258740464,30.421176473341035
8a1106046ce7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,,59.8953817291881,30.41769057226533
8a1106046d5ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,2.0,,,59.89717802817267,30.413485003456216
8a1106046d77fff,Санкт-Петербург,,6.0,,,,,3.0,,,,,,,,,,,,1.0,,,2.0,59.89673629175056,30.409999306935923
8a1106046d8ffff,Санкт-Петербург,,,,2.0,,,,,,,,,,,,,,,,,,,59.893040851031394,30.413002002266264
8a1106046da7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,,59.8925991613511,30.40951673507898
8a11060490effff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.97734423090532,30.54587877153989
8a1106049297fff,Санкт-Петербург,,,,,,,,,,,,1.0,,,,,,,,,,,59.9778831744207,30.55480662387673
8a1106049777fff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.97554468753845,30.550092174715
8a1106049887fff,Санкт-Петербург,,4.0,,,,2.0,,,,,,,,,,,,,,,,,59.97592496137929,30.529954105629805
8a110604999ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,2.0,59.97548495942531,30.526455500415004
8a110604b207fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,,59.96352491024629,30.570295833799403
8a110604c007fff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,,,,,,59.95666755755777,30.483368631124247
8a110604c00ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95744754230183,30.48493676578815
8a110604c017fff,Санкт-Петербург,,,,2.0,,,,,,,,,,1.0,,,,,,2.0,,,59.955548404022885,30.483727190780524
8a110604c01ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.95632838107043,30.485295288681822
8a110604c027fff,Санкт-Петербург,,,,2.0,,,,,,,,,4.0,,1.0,,2.0,,,2.0,,,59.95700669966634,30.481441969920915
8a110604c067fff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,,,,,,,,59.95968583726479,30.48421965521898
8a110604c06ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.96046582757727,30.485787954899383
8a110604c077fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.9585666943669,30.48457822130117
8a110604c087fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95409003111224,30.486012269696914
8a110604c0a7fff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,,,,,,,,59.95442924132298,30.484085728843976
8a110604c0b7fff,Санкт-Петербург,,,1.0,,,,,,,,,,6.0,,,1.0,,,,,,,59.95331006945888,30.484444245316507
8a110604c0c7fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.95676911991094,30.48879018666527
8a110604c0d7fff,Санкт-Петербург,,,1.0,4.0,,1.0,,2.0,,6.0,,1.0,,1.0,4.0,,1.0,,,2.0,1.0,,59.955649924957214,30.48914859284238
8a110604c0dffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,1.0,,,,,,,59.95642985714381,30.49071689161872
8a110604c0e7fff,Санкт-Петербург,,,,,,1.0,,,,,,,2.0,,2.0,,,,,2.0,,,59.95710834829677,30.486863478053632
8a110604c107fff,Санкт-Петербург,,,,,,,,,,,,,,2.0,,2.0,,,,,,,59.9565657778055,30.477947371309263
8a110604c10ffff,Санкт-Петербург,,,,,,,,,,,,1.0,,,,,1.0,,,,,,59.957345807396685,30.479515305076205
8a110604c11ffff,Санкт-Петербург,,,,,,,,,,,2.0,,1.0,,,,,,,,,,59.95622668758828,30.479873981438764
8a110604c12ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95768488074942,30.477588636594465
8a110604c147fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.95924494551039,30.480724669105133
8a110604c14ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,2.0,,,59.96002496316334,30.482292822579076
8a110604c15ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,59.95890583712885,30.482651447025432
8a110604c16ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,1.0,,59.960364054680575,30.48036598629519
8a110604c187fff,Санкт-Петербург,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,59.95398842047425,30.48059126936694
8a110604c18ffff,Санкт-Петербург,,,,,,2.0,,,,,,,4.0,,,,,,,,1.0,,59.95476841715665,30.48215918434412
8a110604c197fff,Санкт-Петербург,,,,,,1.0,,,1.0,,,,2.0,2.0,,2.0,,,,,,,59.95286927317041,30.4809498809364
8a110604c19ffff,Санкт-Петербург,,,,4.0,1.0,,,5.0,1.0,3.0,,,,4.0,,,,,,2.0,1.0,,59.95364926215441,30.482517759163304
8a110604c1a7fff,Санкт-Петербург,,,,,,,,,,,,1.0,,,,,,,,,,,59.95432754441902,30.47866477593176
8a110604c1affff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95510755861385,30.480232636201684
8a110604c1b7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,2.0,,,59.95320841397821,30.47902344584333
8a110604c317fff,Санкт-Петербург,,,,2.0,1.0,,,,,,,,,2.0,,,,,1.0,,,,59.96090661274113,30.48928328449628
8a110604c327fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.962364957182096,30.486997831943317
8a110604c32ffff,Санкт-Петербург,1.0,1.0,2.0,,,,,,1.0,,,,,,3.0,,,,,2.0,1.0,,59.9631449355332,30.488566351397697
8a110604c337fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.96124580806378,30.48735634607229
8a110604c347fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.96470486273759,30.491703664839918
8a110604c357fff,Санкт-Петербург,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,59.96358569054215,30.4920620686026
8a110604c35ffff,Санкт-Петербург,,,,,,,,,,,,,,,2.0,,,,,,,,59.9643656316995,30.49363082580206
8a110604c377fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.96392490405255,30.490134962361363
8a110604c3b7fff,Санкт-Петербург,,,1.0,2.0,,,,,,,,1.0,,,1.0,,,,,4.0,,,59.95866825327567,30.490000131231497
8a110604c40ffff,Санкт-Петербург,,,,2.0,,,,,,,,,2.0,,,,,,,2.0,,,59.94961322123857,30.487445972692036
8a110604c41ffff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,1.0,,,,,,59.94849399586752,30.48780434448637
8a110604c427fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.949172550516245,30.48395184253543
8a110604c42ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,59.94995249889034,30.485519665207782
8a110604c447fff,Санкт-Петербург,,,,,,,2.0,,,,,,2.0,,,,,,1.0,,,,59.95151236619114,30.48865558487124
8a110604c457fff,Санкт-Петербург,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,59.95039314228214,30.48901394148614
8a110604c467fff,Санкт-Петербург,,,,,,,,,,,,,3.0,,,1.0,,,,,,,59.95185164449928,30.48672916436185
8a110604c477fff,Санкт-Петербург,,,,2.0,1.0,,,,,,,1.0,,2.0,1.0,,1.0,,,,1.0,,59.95073243744946,30.487087579317837
8a110604c487fff,Санкт-Петербург,,,,,,1.0,,,,,,,2.0,,,1.0,,,,,,,59.94625551764831,30.48852102334321
8a110604c48ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,2.0,,,,,59.94703541559527,30.490088881868207
8a110604c497fff,Санкт-Петербург,,,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,59.94513626480192,30.48887933040954
8a110604c49ffff,Санкт-Петербург,,,,2.0,,,,,,,,1.0,2.0,3.0,1.0,,,,,2.0,,,59.94591615504925,30.490447152181076
8a110604c4affff,Санкт-Петербург,,,,,,,,,,,,,3.0,,,,,,,,,,59.94737476133714,30.48816269470279
8a110604c4b7fff,Санкт-Петербург,,,,,,,,2.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,59.94547560988686,30.486953256239836
8a110604c4c7fff,Санкт-Петербург,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,,,,59.948934562811786,30.49129857669532
8a110604c4d7fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.94781530372519,30.49165683182047
8a110604c4e7fff,Санкт-Петербург,,,,,,1.0,,13.0,,6.0,1.0,,1.0,2.0,3.0,,1.0,,2.0,2.0,,,59.94927390921261,30.48937227652267
8a110604c4f7fff,Санкт-Петербург,,,,2.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,59.94815466698336,30.48973058998271
8a110604c507fff,Санкт-Петербург,,,,,,3.0,,,,,,,,,,,,,,,,,59.94873180058477,30.480457909536597
8a110604c52ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.94985096767592,30.480099326002385
8a110604c537fff,Санкт-Петербург,,,1.0,,,,,,2.0,3.0,,,,,2.0,,,,,,,,59.94795181507953,30.478890324409885
8a110604c547fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95141092465942,30.48323484402643
8a110604c557fff,Санкт-Петербург,,,,2.0,1.0,,,,,,,,2.0,1.0,2.0,,,,1.0,,,,59.9502917421684,30.48359335407424
8a110604c55ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,59.95107169824169,30.48516121349648
8a110604c56ffff,Санкт-Петербург,,,1.0,2.0,,,,,,,,,3.0,1.0,,1.0,3.0,,1.0,,1.0,,59.95253009798836,30.48287631239009
8a110604c587fff,Санкт-Петербург,,5.0,,,,,,,,,,,,,,,,,,,,,59.94615419694647,30.483101096949888
8a110604c58ffff,Санкт-Петербург,,,1.0,,,,,,,,,,3.0,,,1.0,,,,,,,59.94693413973194,30.48466875470563
8a110604c597fff,Санкт-Петербург,,,,4.0,3.0,,,3.0,2.0,,,,,2.0,1.0,,,,1.0,2.0,1.0,,59.945034985517175,30.48345955740283
8a110604c59ffff,Санкт-Петербург,,,,2.0,,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,59.94581492060155,30.485027178418484
8a110604c5a7fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.94649343892225,30.48117501183831
8a110604c5b7fff,Санкт-Петербург,,,1.0,,1.0,,2.0,,1.0,,,,1.0,2.0,2.0,,,,,,,,59.945374244352585,30.48153353060968
8a110604c6b7fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,59.95093475802441,30.497929546015357
8a110604c717fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95307219421191,30.491791870330736
8a110604c72ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,1.0,59.955310645330194,30.49107523943666
8a110604c787fff,Санкт-Петербург,,,,,,1.0,,,,,,,2.0,1.0,,2.0,1.0,,,,,,59.95161359032669,30.494076621282964
8a110604c797fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,2.0,,,,,,,59.9504943250053,30.49443482444128
8a110604c7a7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.95195295490897,30.49215015341076
8a110604c80ffff,Санкт-Петербург,,6.0,,,,,,,,,,,,,,,,,,,,,59.959820937723975,30.47144967798742
8a110604c81ffff,Санкт-Петербург,,4.0,,,,,,,,,,,,,,,,,,,,,59.95870189454748,30.471808609370463
8a110604c827fff,Санкт-Петербург,,,,,,,2.0,,,,,,,,,,,,,,,,59.95937973186842,30.467955239782256
8a110604c82ffff,Санкт-Петербург,2.0,18.0,,,,,1.0,,,,,,,,,,,,,,,,59.96015985670347,30.469522936647746
8a110604c857fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.96060103524306,30.473017521065305
8a110604c867fff,Санкт-Петербург,,,,,,,,,,,,,,2.0,,,,,,,,,59.96205899656695,30.47073175036849
8a110604c88ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,2.0,,,59.95724385511187,30.474094140154723
8a110604c897fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.955344710008426,30.472885273836795
8a110604c8affff,Санкт-Петербург,2.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,59.95758284220214,30.47216751913839
8a110604c8c7fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,59.95914299663578,30.475303149805285
8a110604c8f7fff,Санкт-Петербург,1.0,3.0,,,,,,,1.0,,,,,1.0,,,,,,,,,59.95836292432424,30.47373528873725
8a110604c92ffff,Санкт-Петербург,,4.0,,,,2.0,,,,,,,,1.0,,,,,,,,,59.96005743169239,30.464101855750226
8a110604c937fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.95815828487923,30.46289353972127
8a110604c947fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.96161774157551,30.46723712198061
8a110604c967fff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,1.0,,,,,59.96195657493372,30.46531031506041
8a110604c96ffff,Санкт-Петербург,,,,,,,,,1.0,,,,2.0,,,,,,,,,,59.96273673267216,30.46687803064228
8a110604c987fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.9563615662424,30.467105739148906
8a110604c997fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95524253699757,30.46746475910059
8a110604c99ffff,Санкт-Петербург,,,,4.0,,,,,,,,,,,1.0,,1.0,,,,,,59.95602264853628,30.46903225432572
8a110604c9b7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,,59.95558143720156,30.465538298653332
8a110604ca17fff,Санкт-Петербург,1.0,2.0,,,,,,,,,,,,,,,,,,,,,59.96338228625202,30.48121681962908
8a110604ca57fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.96606144299762,30.4839949843696
8a110604ca6ffff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,59.968299624962185,30.483277644934017
8a110604ca8ffff,Санкт-Петербург,,,,,,,,,,,,,,,1.0,,,,,,,,59.96270410125687,30.485070831487985
8a110604ca9ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.96158496900172,30.485429403992494
8a110604cac7fff,Санкт-Петербург,,,,,,,,,,,,,,2.0,1.0,,,2.0,,2.0,,,59.96460322790873,30.48628073889494
8a110604cad7fff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,,,3.0,,,,,59.963484097130696,30.486639296218147
8a110604cadffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,2.0,59.96426408317454,30.488207852457343
8a110604cb0ffff,Санкт-Петербург,,7.0,,,,,,,1.0,,,,,,,,,,,,,,59.96517938933355,30.477003965587745
8a110604cb2ffff,Санкт-Петербург,3.0,9.0,,,,,,,,,,,,,,,,,,,,,59.96551834462117,30.475076888545583
8a110604cb57fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.965959462978695,30.47857224814827
8a110604cb5ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.96673952680023,30.48014062222236
8a110604cb77fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,1.0,,,,59.96629843578234,30.47664511635908
8a110604cc07fff,Санкт-Петербург,,,,,,2.0,,2.0,,3.0,,,2.0,,,,1.0,,,,1.0,,59.95120738954613,30.472394249329025
8a110604cc1ffff,Санкт-Петербург,,,,2.0,,,,12.0,,2.0,,,,,,,5.0,,,2.0,,,59.950868335633295,30.47432052393741
8a110604cc27fff,Санкт-Петербург,,,,2.0,,2.0,,5.0,,4.0,,,2.0,2.0,2.0,1.0,1.0,,,2.0,2.0,,59.9515464090901,30.47046797110118
8a110604cc2ffff,Санкт-Петербург,,,1.0,2.0,,,,,,,,,,1.0,,1.0,,,,,,,59.95232648002124,30.47203541088152
8a110604cc37fff,Санкт-Петербург,,,,2.0,,,,8.0,,2.0,,1.0,3.0,2.0,4.0,,1.0,,,2.0,,,59.95042732631712,30.47082684626934
8a110604cc57fff,Санкт-Петербург,,,1.0,,,1.0,,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,2.0,,,59.95276748659625,30.4755293297463
8a110604cc5ffff,Санкт-Петербург,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,59.95354752041231,30.477097007115194
8a110604cc87fff,Санкт-Петербург,,,2.0,4.0,,,,,,,,,2.0,,1.0,1.0,,,1.0,3.0,1.0,,59.94863009346592,30.47503801937041
8a110604cc97fff,Санкт-Петербург,,,,,,5.0,,,,,,,,,,,,,,,,,59.94751095864029,30.475396734689333
8a110604cc9ffff,Санкт-Петербург,,,,,,1.0,,,,,,,2.0,,,,,,,,,,59.948290971456856,30.47696417370483
8a110604cca7fff,Санкт-Петербург,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,59.94896918110719,30.47311186141106
8a110604ccaffff,Санкт-Петербург,,,,,,,,,,3.0,,,,,1.0,1.0,,,,2.0,,,59.94974921913053,30.474679282453756
8a110604ccb7fff,Санкт-Петербург,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,59.9478500631451,30.473470635049388
8a110604ccdffff,Санкт-Петербург,,,,,,,,,,,1.0,,,,,,,,,,,,59.95097012560577,30.479740720876727
8a110604cceffff,Санкт-Петербург,,,,2.0,,,,,,,,,,1.0,,,1.0,,,2.0,,,59.95242839767099,30.477455713767643
8a110604cd0ffff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.95188539426578,30.46854168925824
8a110604cd17fff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.949986237830345,30.467333365826427
8a110604cd1ffff,Санкт-Петербург,,,,,,,,,,,,,4.0,1.0,,1.0,,,,,,,59.950766328358974,30.468900622751367
8a110604cd37fff,Санкт-Петербург,,,1.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,59.950325188006325,30.465407193410527
8a110604cd47fff,Санкт-Петербург,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,,2.0,2.0,,,59.95378454714412,30.469750155937867
8a110604cd4ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.95456463347826,30.47131766916381
8a110604cd57fff,Санкт-Петербург,,,,,,1.0,,2.0,,,,,,1.0,1.0,,1.0,,,2.0,,,59.95266548269937,30.47010907432468
8a110604cd6ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,2.0,,,59.95490360242335,30.469391215938888
8a110604cd77fff,Санкт-Петербург,,,,,,,,,,,,,2.0,1.0,,1.0,,,,2.0,,,59.95300445100842,30.468182734153316
8a110604d057fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.9769808126723,30.50596336631476
8a110604d0effff,Санкт-Петербург,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,59.97664147369503,30.50789130824296
8a110604d237fff,Санкт-Петербург,,,,2.0,,,,,,,,,,,1.0,,,,,,,,59.98010027774018,30.512243343752854
8a110604d267fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,1.0,59.98389844038292,30.51466801624961
8a110604d307fff,Санкт-Петербург,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,2.0,,,59.980778992867045,30.50838701083424
8a110604d30ffff,Санкт-Петербург,,,,,,2.0,,,,,,,,,,,,,,,,,59.98155886955976,30.50995712474221
8a110604d317fff,Санкт-Петербург,,3.0,,,,2.0,,,,,,,,,,,,,,,,,59.9796597834967,30.508745102115668
8a110604d31ffff,Санкт-Петербург,,,,2.0,,1.0,,,,,,,3.0,1.0,1.0,,,,,2.0,2.0,,59.98043965250982,30.510315179149806
8a110604d347fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,2.0,59.98345795192552,30.51116929116588
8a110604d34ffff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.98423781654512,30.512739625219325
8a110604d367fff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.98379727611533,30.50924095117241
8a110604d38ffff,Санкт-Петербург,,,1.0,,,,,,,,,,2.0,1.0,1.0,,2.0,,,2.0,,,59.97898103465102,30.512601318121447
8a110604d3affff,Санкт-Петербург,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,59.97932042627964,30.51067321197512
8a110604d617fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.97192585621029,30.516676463040312
8a110604d657fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.97460471724581,30.519458881830257
8a110604d8dffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.97755786340433,30.496682015273024
8a110604d9b7fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.974335999148366,30.484980389915865
8a110604da57fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.98481504219711,30.50345590894481
8a110604dacffff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.98413656589014,30.507312607468144
